constructorResultsId,points,raceId,constructorId
621,5,76,4
622,3,76,7
623,3,76,6
624,0,76,15
625,0,76,17
626,0,76,18
627,0,76,9
628,13,77,4
629,8,77,3
630,10,77,6
631,5,77,9
632,2,77,1
633,1,77,7
634,0,77,16
635,0,77,15
636,0,77,17
637,0,77,18
638,10,78,1
639,14,78,6
640,5,78,15
641,4,78,3
642,3,78,7
643,3,78,9
644,0,78,17
645,0,78,18
646,0,78,16
647,0,78,4
648,18,79,6
649,11,79,17
650,7,79,18
651,0,79,7
652,0,79,1
653,0,79,16
654,0,79,4
655,0,79,3
656,0,79,15
657,0,79,9
658,13,80,4
659,8,80,1
660,6,80,6
661,5,80,16
662,6,80,7
663,1,80,15
664,0,80,9
665,0,80,3
666,0,80,17
667,0,80,18
668,16,81,1
669,13,81,4
670,4,81,16
671,5,81,6
672,1,81,7
673,0,81,15
674,0,81,3
675,0,81,9
676,0,81,17
677,0,81,18
678,15,82,4
679,8,82,1
680,6,82,16
681,4,82,6
682,3,82,7
683,2,82,9
684,1,82,15
685,0,82,3
686,0,82,18
687,0,82,17
688,10,83,1
689,8,83,6
690,11,83,7
691,5,83,16
692,5,83,3
693,0,83,4
694,0,83,17
695,0,83,15
696,0,83,18
697,0,83,9
698,16,84,1
699,13,84,4
700,4,84,16
701,3,84,7
702,3,84,9
703,0,84,6
704,0,84,15
705,0,84,18
706,0,84,17
707,0,84,3
708,15,85,1
709,14,85,4
710,7,85,7
711,2,85,3
712,1,85,16
713,0,85,15
714,0,85,6
715,0,85,9
716,0,85,17
717,0,85,18
718,10,86,1
719,8,86,4
720,6,86,16
721,5,86,3
722,4,86,6
723,3,86,15
724,2,86,7
725,1,86,17
726,0,86,9
727,0,86,18
728,18,87,1
729,10,87,4
730,8,87,6
731,2,87,16
732,1,87,7
733,0,87,9
734,0,87,15
735,0,87,18
736,0,87,17
737,0,87,3
738,10,88,1
739,14,88,4
740,5,88,3
741,4,88,16
742,3,88,9
743,2,88,6
744,1,88,7
745,0,88,15
746,0,88,17
747,0,88,18
748,15,89,4
749,8,89,1
750,6,89,7
751,4,89,9
752,3,89,15
753,2,89,3
754,1,89,16
755,0,89,17
756,0,89,6
757,0,89,18
758,18,90,6
759,8,90,4
760,9,90,3
761,3,90,16
762,1,90,1
763,0,90,15
764,0,90,19
765,0,90,7
766,0,90,17
767,0,90,18
768,15,91,6
769,8,91,3
770,6,91,16
771,6,91,4
772,3,91,1
773,1,91,15
774,0,91,7
775,0,91,19
776,0,91,17
777,0,91,18
778,18,92,6
779,10,92,16
780,8,92,4
781,2,92,3
782,1,92,19
783,0,92,7
784,0,92,15
785,0,92,17
786,0,92,18
787,0,92,1
788,13,93,6
789,8,93,16
790,8,93,3
791,9,93,4
792,1,93,1
793,0,93,15
794,0,93,7
795,0,93,19
796,0,93,18
797,0,93,17
798,18,94,6
799,11,94,4
800,5,94,16
801,3,94,3
802,2,94,15
803,0,94,1
804,0,94,19
805,0,94,7
806,0,94,17
807,0,94,18
808,10,95,4
809,8,95,16
810,6,95,6
811,5,95,3
812,4,95,15
813,4,95,7
814,2,95,17
815,0,95,18
816,0,95,1
817,0,95,19
818,18,96,6
819,6,96,16
820,9,96,4
821,3,96,15
822,2,96,19
823,1,96,3
824,0,96,17
825,0,96,7
826,0,96,18
827,0,96,1
828,18,97,6
829,6,97,16
830,5,97,15
831,7,97,1
832,3,97,17
833,0,97,19
834,0,97,18
835,0,97,4
836,0,97,3
837,0,97,7
838,18,98,6
839,6,98,16
840,5,98,4
841,4,98,7
842,5,98,1
843,1,98,18
844,0,98,15
845,0,98,19
846,0,98,3
847,0,98,17
848,16,99,6
849,13,99,4
850,4,99,16
851,5,99,1
852,1,99,3
853,0,99,19
854,0,99,15
855,0,99,7
856,0,99,17
857,0,99,18
858,16,100,6
859,10,100,1
860,5,100,16
861,4,100,3
862,3,100,15
863,1,100,19
864,0,100,4
865,0,100,7
866,0,100,17
867,0,100,18
868,10,101,6
869,9,101,16
870,6,101,4
871,5,101,1
872,6,101,3
873,3,101,19
874,0,101,15
875,0,101,7
876,0,101,17
877,0,101,18
878,18,102,6
879,6,102,4
880,7,102,3
881,7,102,16
882,1,102,15
883,0,102,1
884,0,102,19
885,0,102,7
886,0,102,17
887,0,102,18
888,12,103,1
889,14,103,6
890,9,103,15
891,3,103,19
892,1,103,7
893,0,103,4
894,0,103,17
895,0,103,3
896,0,103,16
897,0,103,18
898,18,104,6
899,11,104,16
900,6,104,3
901,3,104,1
902,1,104,15
903,0,104,19
904,0,104,4
905,0,104,7
906,0,104,17
907,0,104,18
908,10,105,6
909,11,105,16
910,6,105,1
911,5,105,4
912,4,105,3
913,3,105,15
914,0,105,19
915,0,105,17
916,0,105,7
917,0,105,18
918,10,106,6
919,10,106,3
920,11,106,16
921,4,106,4
922,3,106,1
923,1,106,15
924,0,106,7
925,0,106,19
926,0,106,17
927,0,106,18
928,14,107,3
929,8,107,1
930,8,107,6
931,5,107,4
932,3,107,16
933,1,107,15
934,0,107,7
935,0,107,19
936,0,107,17
937,0,107,18
938,16,108,1
939,9,108,3
940,5,108,6
941,6,108,4
942,3,108,15
943,0,108,16
944,0,108,18
945,0,108,17
946,0,108,19
947,0,108,7
948,10,109,1
949,11,109,6
950,10,109,4
951,5,109,3
952,2,109,16
953,1,109,15
954,0,109,17
955,0,109,7
956,0,109,18
957,0,109,19
958,10,110,17
959,13,110,1
960,7,110,4
961,4,110,15
962,3,110,16
963,2,110,3
964,0,110,19
965,0,110,7
966,0,110,6
967,0,110,18
968,16,111,6
969,12,111,1
970,7,111,3
971,3,111,4
972,1,111,16
973,0,111,7
974,0,111,15
975,0,111,19
976,0,111,17
977,0,111,18
978,16,112,6
979,8,112,4
980,9,112,3
981,3,112,7
982,2,112,19
983,1,112,17
984,0,112,16
985,0,112,15
986,0,112,18
987,0,112,1
988,16,113,6
989,12,113,1
990,5,113,16
991,3,113,3
992,2,113,19
993,1,113,4
994,0,113,7
995,0,113,17
996,0,113,18
997,0,113,15
998,15,114,3
999,10,114,1
1000,7,114,6
1001,7,114,4
1002,0,114,7
1003,0,114,17
1004,0,114,15
1005,0,114,16
1006,0,114,18
1007,0,114,19
1008,14,115,6
1009,14,115,3
1010,5,115,4
1011,3,115,1
1012,2,115,19
1013,1,115,7
1014,0,115,18
1015,0,115,16
1016,0,115,15
1017,0,115,17
1018,18,116,3
1019,10,116,6
1020,5,116,4
1021,3,116,19
1022,2,116,16
1023,1,116,15
1024,0,116,17
1025,0,116,18
1026,0,116,1
1027,0,116,7
1028,18,117,3
1029,8,117,6
1030,9,117,1
1031,3,117,19
1032,1,117,7
1033,0,117,16
1034,0,117,15
1035,0,117,18
1036,0,117,17
1037,0,117,4
1038,15,118,6
1039,8,118,3
1040,10,118,1
1041,3,118,4
1042,2,118,7
1043,1,118,16
1044,0,118,15
1045,0,118,17
1046,0,118,19
1047,0,118,18
1048,10,119,3
1049,8,119,1
1050,11,119,4
1051,7,119,7
1052,2,119,6
1053,1,119,16
1054,0,119,15
1055,0,119,19
1056,0,119,18
1057,0,119,17
1058,12,120,4
1059,12,120,1
1060,11,120,3
1061,3,120,19
1062,1,120,6
1063,0,120,15
1064,0,120,16
1065,0,120,7
1066,0,120,18
1067,0,120,17
1068,16,121,6
1069,12,121,3
1070,5,121,1
1071,3,121,16
1072,2,121,19
1073,1,121,4
1074,0,121,15
1075,0,121,17
1076,0,121,18
1077,0,121,7
1078,10,122,6
1079,8,122,1
1080,10,122,15
1081,5,122,4
1082,3,122,3
1083,2,122,17
1084,1,122,19
1085,0,122,7
1086,0,122,18
1087,0,122,16
1088,11,123,6
1089,14,123,1
1090,8,123,16
1091,4,123,4
1092,2,123,7
1093,0,123,15
1094,0,123,19
1095,0,123,3
1096,0,123,17
1097,0,123,18
1098,10,124,6
1099,6,124,3
1100,4,124,1
1101,3,124,19
1102,2,124,18
1103,1,124,7
1104,0,124,16
1105,0,124,21
1106,0,124,17
1107,0,124,4
1108,0,124,15
1109,16,125,3
1110,4,125,6
1111,3,125,4
1112,3,125,15
1113,0,125,7
1114,0,125,16
1115,0,125,17
1116,0,125,19
1117,0,125,21
1118,0,125,18
1119,0,125,1
1120,10,126,6
1121,8,126,3
1122,4,126,1
1123,3,126,4
1124,1,126,7
1125,0,126,19
1126,0,126,17
1127,0,126,16
1128,0,126,18
1129,0,126,15
1130,0,126,21
1131,16,127,6
1132,7,127,3
1133,2,127,4
1134,1,127,1
1135,0,127,16
1136,0,127,15
1137,0,127,18
1138,0,127,21
1139,0,127,19
1140,0,127,7
1141,0,127,17
1142,10,128,6
1143,6,128,3
1144,4,128,1
1145,5,128,15
1146,1,128,21
1147,0,128,16
1148,0,128,7
1149,0,128,4
1150,0,128,19
1151,0,128,17
1152,0,128,18
1153,16,129,6
1154,7,129,3
1155,2,129,17
1156,1,129,1
1157,0,129,4
1158,0,129,7
1159,0,129,16
1160,0,129,21
1161,0,129,18
1162,0,129,19
1163,0,129,15
1164,10,130,1
1165,6,130,6
1166,4,130,3
1167,3,130,4
1168,2,130,17
1169,1,130,21
1170,0,130,15
1171,0,130,19
1172,0,130,18
1173,0,130,7
1174,0,130,16
1175,14,131,6
1176,9,131,1
1177,2,131,17
1178,1,131,4
1179,0,131,3
1180,0,131,16
1181,0,131,15
1182,0,131,18
1183,0,131,21
1184,0,131,7
1185,0,131,19
1186,16,132,6
1187,4,132,1
1188,3,132,3
1189,2,132,4
1190,1,132,15
1191,0,132,16
1192,0,132,19
1193,0,132,21
1194,0,132,7
1195,0,132,18
1196,0,132,17
1197,16,133,6
1198,4,133,3
1199,5,133,16
1200,1,133,15
1201,0,133,17
1202,0,133,1
1203,0,133,19
1204,0,133,4
1205,0,133,21
1206,0,133,7
1207,0,133,18
1208,10,134,6
1209,10,134,1
1210,5,134,3
1211,1,134,4
1212,0,134,15
1213,0,134,18
1214,0,134,19
1215,0,134,7
1216,0,134,16
1217,0,134,17
1218,0,134,21
1219,13,135,6
1220,10,135,3
1221,2,135,1
1222,1,135,15
1223,0,135,17
1224,0,135,7
1225,0,135,19
1226,0,135,21
1227,0,135,16
1228,0,135,4
1229,0,135,18
1230,16,136,6
1231,4,136,3
1232,5,136,1
1233,1,136,17
1234,0,136,15
1235,0,136,4
1236,0,136,16
1237,0,136,19
1238,0,136,7
1239,0,136,18
1240,16,137,6
1241,6,137,3
1242,3,137,1
1243,1,137,19
1244,0,137,7
1245,0,137,16
1246,0,137,15
1247,0,137,17
1248,0,137,4
1249,0,137,18
1250,16,138,6
1251,4,138,19
1252,5,138,4
1253,1,138,16
1254,0,138,1
1255,0,138,17
1256,0,138,15
1257,0,138,7
1258,0,138,18
1259,0,138,3
1260,16,139,6
1261,4,139,1
1262,3,139,3
1263,2,139,4
1264,1,139,16
1265,0,139,17
1266,0,139,15
1267,0,139,19
1268,0,139,7
1269,0,139,18
1270,16,140,6
1271,4,140,1
1272,3,140,3
1273,2,140,17
1274,1,140,4
1275,0,140,15
1276,0,140,7
1277,0,140,19
1278,0,140,18
1279,0,140,16
1280,14,141,6
1281,6,141,1
1282,4,141,15
1283,2,141,17
1284,0,141,16
1285,0,141,19
1286,0,141,20
1287,0,141,21
1288,0,141,18
1289,0,141,22
1290,0,141,3
1291,16,142,6
1292,5,142,1
1293,3,142,17
1294,2,142,3
1295,0,142,21
1296,0,142,20
1297,0,142,19
1298,0,142,22
1299,0,142,18
1300,0,142,16
1301,0,142,15
1302,10,143,1
1303,6,143,6
1304,4,143,15
1305,3,143,16
1306,2,143,17
1307,1,143,22
1308,0,143,20
1309,0,143,18
1310,0,143,3
1311,0,143,19
1312,0,143,21
1313,10,144,3
1314,9,144,1
1315,4,144,6
1316,3,144,17
1317,0,144,15
1318,0,144,16
1319,0,144,20
1320,0,144,21
1321,0,144,19
1322,0,144,22
1323,0,144,18
1324,10,145,6
1325,6,145,3
1326,4,145,16
1327,3,145,17
1328,2,145,1
1329,1,145,15
1330,0,145,20
1331,0,145,21
1332,0,145,18
1333,0,145,22
1334,0,145,19
1335,10,146,1
1336,10,146,6
1337,3,146,15
1338,2,146,16
1339,1,146,21
1340,0,146,19
1341,0,146,20
1342,0,146,22
1343,0,146,3
1344,0,146,18
1345,0,146,17
1346,16,147,6
1347,4,147,19
1348,3,147,16
1349,2,147,1
1350,1,147,20
1351,0,147,22
1352,0,147,21
1353,0,147,15
1354,0,147,3
1355,0,147,18
1356,0,147,17
1357,10,148,3
1358,6,148,6
1359,4,148,1
1360,3,148,15
1361,2,148,20
1362,1,148,19
1363,0,148,17
1364,0,148,18
1365,0,148,21
1366,0,148,16
1367,0,148,22
1368,12,149,6
1369,9,149,3
1370,5,149,1
1371,0,149,19
1372,0,149,16
1373,0,149,15
1374,0,149,22
1375,0,149,20
1376,0,149,18
1377,0,149,21
1378,0,149,17
1379,14,150,6
1380,6,150,3
1381,3,150,1
1382,2,150,17
1383,1,150,15
1384,0,150,16
1385,0,150,20
1386,0,150,22
1387,0,150,21
1388,0,150,19
1389,0,150,18
1390,10,151,1
1391,10,151,6
1392,3,151,3
1393,3,151,15
1394,0,151,17
1395,0,151,16
1396,0,151,19
1397,0,151,21
1398,0,151,20
1399,0,151,22
1400,0,151,18
1401,10,152,3
1402,6,152,6
1403,4,152,16
1404,5,152,22
1405,1,152,20
1406,0,152,21
1407,0,152,18
1408,0,152,17
1409,0,152,1
1410,0,152,15
1411,0,152,19
1412,16,153,6
1413,6,153,1
1414,3,153,3
1415,1,153,15
1416,0,153,16
1417,0,153,17
1418,0,153,19
1419,0,153,21
1420,0,153,22
1421,0,153,20
1422,0,153,18
1423,12,154,6
1424,9,154,1
1425,4,154,22
1426,1,154,17
1427,0,154,3
1428,0,154,16
1429,0,154,20
1430,0,154,21
1431,0,154,18
1432,0,154,19
1433,0,154,15
1434,14,155,3
1435,9,155,6
1436,2,155,19
1437,1,155,16
1438,0,155,15
1439,0,155,17
1440,0,155,22
1441,0,155,20
1442,0,155,18
1443,0,155,21
1444,0,155,1
1445,14,156,1
1446,6,156,6
1447,3,156,17
1448,2,156,19
1449,1,156,15
1450,0,156,22
1451,0,156,20
1452,0,156,16
1453,0,156,21
1454,0,156,3
1455,0,156,18
1456,12,157,6
1457,7,157,3
1458,7,157,1
1459,0,157,22
1460,0,157,17
1461,0,157,15
1462,0,157,16
1463,0,157,18
1464,0,157,20
1465,0,157,21
1466,0,157,19
1467,16,158,6
1468,4,158,3
1469,4,158,16
1470,2,158,22
1471,0,158,18
1472,0,158,20
1473,0,158,15
1474,0,158,17
1475,0,158,1
1476,0,158,21
1477,0,158,19
1478,10,159,6
1479,6,159,22
1480,7,159,17
1481,3,159,3
1482,0,159,21
1483,0,159,16
1484,0,159,18
1485,0,159,1
1486,0,159,19
1487,0,159,20
1488,0,159,15
1489,13,160,6
1490,10,160,1
1491,2,160,16
1492,1,160,15
1493,0,160,19
1494,0,160,22
1495,0,160,18
1496,0,160,21
1497,0,160,17
1498,0,160,3
1499,0,160,20
1500,16,161,1
1501,4,161,6
1502,5,161,3
1503,1,161,17
1504,0,161,22
1505,0,161,15
1506,0,161,20
1507,0,161,19
1508,0,161,18
1509,0,161,16
1510,0,161,21
1511,16,162,1
1512,6,162,6
1513,3,162,3
1514,1,162,17
1515,0,162,15
1516,0,162,16
1517,0,162,22
1518,0,162,19
1519,0,162,18
1520,0,162,20
1521,0,162,21
1522,13,163,6
1523,10,163,1
1524,2,163,22
1525,1,163,21
1526,0,163,15
1527,0,163,18
1528,0,163,20
1529,0,163,3
1530,0,163,19
1531,0,163,16
1532,0,163,17
1533,11,164,1
1534,6,164,6
1535,4,164,22
1536,3,164,19
1537,2,164,15
1538,0,164,16
1539,0,164,20
1540,0,164,17
1541,0,164,21
1542,0,164,3
1543,0,164,18
1544,16,165,6
1545,4,165,22
1546,3,165,1
1547,2,165,21
1548,1,165,17
1549,0,165,16
1550,0,165,15
1551,0,165,3
1552,0,165,18
1553,0,165,19
1554,0,165,20
1555,16,166,1
1556,4,166,6
1557,3,166,16
1558,2,166,3
1559,1,166,17
1560,0,166,22
1561,0,166,15
1562,0,166,20
1563,0,166,19
1564,0,166,18
1565,0,166,21
1566,16,167,1
1567,4,167,6
1568,3,167,16
1569,2,167,3
1570,1,167,15
1571,0,167,19
1572,0,167,18
1573,0,167,22
1574,0,167,20
1575,0,167,21
1576,0,167,17
1577,10,168,6
1578,10,168,1
1579,3,168,3
1580,2,168,15
1581,1,168,21
1582,0,168,16
1583,0,168,17
1584,0,168,19
1585,0,168,18
1586,0,168,20
1587,0,168,22
1588,14,169,1
1589,9,169,6
1590,2,169,3
1591,1,169,17
1592,0,169,19
1593,0,169,15
1594,0,169,22
1595,0,169,16
1596,0,169,21
1597,0,169,18
1598,0,169,20
1599,13,170,1
1600,6,170,6
1601,6,170,3
1602,1,170,17
1603,0,170,16
1604,0,170,19
1605,0,170,15
1606,0,170,22
1607,0,170,18
1608,0,170,21
1609,0,170,20
1610,10,171,6
1611,6,171,1
1612,4,171,3
1613,3,171,21
1614,2,171,22
1615,1,171,16
1616,0,171,15
1617,0,171,18
1618,0,171,20
1619,0,171,19
1620,0,171,17
1621,16,172,6
1622,4,172,17
1623,4,172,16
1624,2,172,1
1625,0,172,19
1626,0,172,15
1627,0,172,20
1628,0,172,22
1629,0,172,18
1630,0,172,3
1631,0,172,21
1632,13,173,6
1633,10,173,1
1634,2,173,3
1635,1,173,16
1636,0,173,19
1637,0,173,15
1638,0,173,21
1639,0,173,17
1640,0,173,22
1641,0,173,18
1642,0,173,20
1643,14,174,6
1644,9,174,1
1645,2,174,16
1646,1,174,19
1647,0,174,22
1648,0,174,15
1649,0,174,21
1650,0,174,20
1651,0,174,17
1652,0,174,18
1653,0,174,3
1654,10,175,6
1655,6,175,17
1656,4,175,3
1657,3,175,22
1658,2,175,24
1659,1,175,21
1660,0,175,16
