constructorResultsId,points,raceId,constructorId
1661,0,175,18
1662,0,175,15
1663,0,175,20
1664,0,175,1
1665,10,176,1
1666,8,176,6
1667,4,176,17
1668,3,176,3
1669,1,176,20
1670,0,176,22
1671,0,176,21
1672,0,176,18
1673,0,176,16
1674,0,176,24
1675,0,176,15
1676,10,177,6
1677,6,177,1
1678,4,177,24
1679,3,177,17
1680,2,177,22
1681,1,177,15
1682,0,177,16
1683,0,177,18
1684,0,177,3
1685,0,177,20
1686,0,177,21
1687,16,178,6
1688,4,178,1
1689,3,178,17
1690,3,178,22
1691,0,178,20
1692,0,178,3
1693,0,178,24
1694,0,178,15
1695,0,178,16
1696,0,178,21
1697,0,178,18
1698,16,179,1
1699,7,179,6
1700,2,179,3
1701,1,179,20
1702,0,179,17
1703,0,179,16
1704,0,179,22
1705,0,179,21
1706,0,179,18
1707,0,179,15
1708,0,179,24
1709,10,180,1
1710,6,180,22
1711,4,180,6
1712,3,180,3
1713,2,180,24
1714,1,180,15
1715,0,180,18
1716,0,180,20
1717,0,180,17
1718,0,180,21
1719,0,180,16
1720,10,181,17
1721,6,181,1
1722,4,181,24
1723,3,181,3
1724,3,181,6
1725,0,181,20
1726,0,181,16
1727,0,181,18
1728,0,181,21
1729,0,181,22
1730,0,181,15
1731,10,182,1
1732,6,182,6
1733,4,182,3
1734,5,182,17
1735,1,182,15
1736,0,182,22
1737,0,182,24
1738,0,182,20
1739,0,182,18
1740,0,182,21
1741,0,182,16
1742,10,183,6
1743,10,183,1
1744,3,183,17
1745,2,183,22
1746,1,183,15
1747,0,183,20
1748,0,183,18
1749,0,183,24
1750,0,183,16
1751,0,183,21
1752,0,183,3
1753,16,184,6
1754,4,184,17
1755,3,184,3
1756,2,184,1
1757,1,184,20
1758,0,184,22
1759,0,184,15
1760,0,184,18
1761,0,184,24
1762,0,184,21
1763,0,184,16
1764,16,185,1
1765,4,185,6
1766,4,185,17
1767,2,185,24
1768,0,185,22
1769,0,185,20
1770,0,185,3
1771,0,185,16
1772,0,185,18
1773,0,185,21
1774,0,185,15
1775,16,186,1
1776,5,186,17
1777,3,186,6
1778,2,186,3
1779,0,186,15
1780,0,186,24
1781,0,186,22
1782,0,186,20
1783,0,186,16
1784,0,186,18
1785,0,186,21
1786,10,187,17
1787,6,187,3
1788,5,187,6
1789,3,187,24
1790,2,187,1
1791,0,187,16
1792,0,187,15
1793,0,187,20
1794,0,187,21
1795,0,187,18
1796,0,187,22
1797,14,188,24
1798,6,188,20
1799,3,188,3
1800,2,188,1
1801,1,188,18
1802,0,188,6
1803,0,188,16
1804,0,188,21
1805,0,188,22
1806,0,188,15
1807,0,188,17
1808,16,189,6
1809,4,189,1
1810,5,189,24
1811,1,189,17
1812,0,189,15
1813,0,189,22
1814,0,189,18
1815,0,189,3
1816,0,189,16
1817,0,189,21
1818,0,189,20
1819,10,190,1
1820,10,190,6
1821,3,190,17
1822,2,190,3
1823,1,190,15
1824,0,190,24
1825,0,190,16
1826,0,190,22
1827,0,190,21
1828,0,190,18
1829,0,190,20
1830,16,191,1
1831,6,191,3
1832,3,191,6
1833,1,191,15
1834,0,191,22
1835,0,191,17
1836,0,191,20
1837,0,191,25
1838,0,191,21
1839,0,191,18
1840,0,191,24
1841,16,192,1
1842,4,192,6
1843,4,192,22
1844,2,192,3
1845,0,192,15
1846,0,192,24
1847,0,192,17
1848,0,192,20
1849,0,192,25
1850,0,192,18
1851,0,192,21
1852,14,193,6
1853,7,193,1
1854,3,193,22
1855,2,193,15
1856,0,193,17
1857,0,193,3
1858,0,193,24
1859,0,193,20
1860,0,193,25
1861,0,193,18
1862,0,193,21
1863,10,194,1
1864,10,194,6
1865,5,194,3
1866,1,194,15
1867,0,194,17
1868,0,194,18
1869,0,194,21
1870,0,194,20
1871,0,194,25
1872,0,194,22
1873,0,194,24
1874,16,195,1
1875,4,195,6
1876,3,195,22
1877,2,195,24
1878,1,195,3
1879,0,195,15
1880,0,195,20
1881,0,195,17
1882,0,195,25
1883,0,195,18
1884,0,195,21
1885,10,196,1
1886,6,196,22
1887,4,196,6
1888,4,196,21
1889,2,196,3
1890,0,196,15
1891,0,196,17
1892,0,196,18
1893,0,196,25
1894,0,196,20
1895,0,196,24
1896,14,197,6
1897,9,197,22
1898,3,197,24
1899,0,197,18
1900,0,197,25
1901,0,197,21
1902,0,197,3
1903,0,197,17
1904,0,197,20
1905,0,197,1
1906,0,197,15
1907,16,198,6
1908,5,198,1
1909,3,198,3
1910,2,198,22
1911,0,198,15
1912,0,198,24
1913,0,198,20
1914,0,198,21
1915,0,198,17
1916,0,198,18
1917,0,198,25
1918,14,199,6
1919,6,199,1
1920,5,199,22
1921,1,199,17
1922,0,199,3
1923,0,199,18
1924,0,199,25
1925,0,199,15
1926,0,199,21
1927,0,199,20
1928,0,199,24
1929,16,200,1
1930,7,200,6
1931,2,200,17
1932,1,200,3
1933,0,200,15
1934,0,200,22
1935,0,200,20
1936,0,200,18
1937,0,200,25
1938,0,200,24
1939,0,200,21
1940,16,201,1
1941,4,201,3
1942,4,201,17
1943,2,201,6
1944,0,201,22
1945,0,201,15
1946,0,201,20
1947,0,201,25
1948,0,201,21
1949,0,201,18
1950,0,201,24
1951,10,202,6
1952,7,202,1
1953,6,202,3
1954,3,202,17
1955,0,202,15
1956,0,202,22
1957,0,202,21
1958,0,202,20
1959,0,202,24
1960,0,202,25
1961,0,202,18
1962,16,203,17
1963,4,203,15
1964,3,203,3
1965,2,203,21
1966,1,203,20
1967,0,203,1
1968,0,203,18
1969,0,203,22
1970,0,203,6
1971,0,203,25
1972,0,203,24
1973,16,204,6
1974,5,204,17
1975,3,204,1
1976,2,204,15
1977,0,204,3
1978,0,204,22
1979,0,204,25
1980,0,204,24
1981,0,204,18
1982,0,204,20
1983,0,204,21
1984,14,205,1
1985,9,205,6
1986,2,205,3
1987,1,205,22
1988,0,205,17
1989,0,205,15
1990,0,205,24
1991,0,205,20
1992,0,205,21
1993,0,205,18
1994,0,205,25
1995,14,206,1
1996,6,206,6
1997,3,206,17
1998,3,206,3
1999,0,206,15
2000,0,206,22
2001,0,206,20
2002,0,206,18
2003,0,206,25
2004,0,206,24
2005,0,206,21
2006,14,207,1
2007,6,207,6
2008,3,207,22
2009,2,207,20
2010,1,207,15
2011,0,207,3
2012,0,207,18
2013,0,207,21
2014,0,207,24
2015,0,207,25
2016,0,207,17
2017,0,207,26
2018,10,208,3
2019,7,208,22
2020,4,208,20
2021,3,208,1
2022,2,208,6
2023,0,208,15
2024,0,208,17
2025,0,208,18
2026,0,208,25
2027,0,208,21
2028,0,208,24
2029,10,209,3
2030,6,209,6
2031,4,209,17
2032,3,209,15
2033,2,209,1
2034,1,209,22
2035,0,209,25
2036,0,209,18
2037,0,209,24
2038,0,209,21
2039,0,209,20
2040,10,210,3
2041,10,210,6
2042,3,210,17
2043,2,210,22
2044,1,210,1
2045,0,210,15
2046,0,210,20
2047,0,210,25
2048,0,210,18
2049,0,210,21
2050,0,210,24
2051,14,211,6
2052,6,211,24
2053,3,211,20
2054,2,211,25
2055,1,211,17
2056,0,211,22
2057,0,211,18
2058,0,211,3
2059,0,211,15
2060,0,211,1
2061,0,211,21
2062,10,212,3
2063,6,212,20
2064,4,212,22
2065,3,212,6
2066,2,212,15
2067,1,212,1
2068,0,212,17
2069,0,212,25
2070,0,212,24
2071,0,212,18
2072,0,212,21
2073,10,213,6
2074,6,213,22
2075,4,213,17
2076,3,213,3
2077,2,213,15
2078,1,213,20
2079,0,213,1
2080,0,213,21
2081,0,213,25
2082,0,213,24
2083,0,213,18
2084,14,214,6
2085,9,214,3
2086,2,214,22
2087,1,214,17
2088,0,214,1
2089,0,214,15
2090,0,214,20
2091,0,214,18
2092,0,214,21
2093,0,214,25
2094,0,214,24
2095,10,215,3
2096,10,215,22
2097,3,215,1
2098,2,215,17
2099,1,215,21
2100,0,215,20
2101,0,215,15
2102,0,215,18
2103,0,215,24
2104,0,215,25
2105,0,215,6
2106,11,216,22
2107,6,216,6
2108,4,216,1
2109,3,216,20
2110,2,216,17
2111,0,216,21
2112,0,216,15
2113,0,216,25
2114,0,216,24
2115,0,216,3
2116,0,216,18
2117,10,217,3
2118,6,217,21
2119,4,217,15
2120,3,217,6
2121,2,217,17
2122,1,217,20
2123,0,217,22
2124,0,217,18
2125,0,217,25
2126,0,217,1
2127,0,217,24
2128,10,218,6
2129,6,218,17
2130,6,218,3
2131,3,218,15
2132,1,218,22
2133,0,218,21
2134,0,218,25
2135,0,218,24
2136,0,218,18
2137,0,218,20
2138,0,218,1
2139,10,219,1
2140,6,219,22
2141,6,219,3
2142,3,219,17
2143,1,219,6
2144,0,219,20
2145,0,219,15
2146,0,219,24
2147,0,219,18
2148,0,219,21
2149,0,219,25
2150,14,220,3
2151,6,220,1
2152,5,220,17
2153,1,220,6
2154,0,220,21
2155,0,220,15
2156,0,220,22
2157,0,220,18
2158,0,220,25
2159,0,220,24
2160,0,220,20
2161,14,221,3
2162,9,221,22
2163,2,221,21
2164,1,221,20
2165,0,221,15
2166,0,221,25
2167,0,221,1
2168,0,221,24
2169,0,221,6
2170,0,221,18
2171,0,221,17
2172,14,222,6
2173,6,222,3
2174,3,222,1
2175,2,222,22
2176,1,222,15
2177,0,222,17
2178,0,222,21
2179,0,222,25
2180,0,222,18
2181,0,222,20
2182,0,222,24
2183,16,223,1
2184,5,223,3
2185,3,223,22
2186,2,223,6
2187,0,223,20
2188,0,223,15
2189,0,223,24
2190,0,223,17
2191,0,223,25
2192,0,223,18
2193,0,223,21
2194,16,224,3
2195,4,224,6
2196,3,224,22
2197,2,224,1
2198,1,224,25
2199,0,224,27
2200,0,224,15
2201,0,224,29
2202,0,224,18
2203,0,224,17
2204,0,224,28
2205,10,225,3
2206,6,225,22
2207,4,225,6
2208,3,225,1
2209,2,225,25
2210,1,225,27
2211,0,225,18
2212,0,225,28
2213,0,225,17
2214,0,225,15
2215,0,225,29
2216,16,226,3
2217,4,226,22
2218,3,226,17
2219,2,226,6
2220,1,226,29
2221,0,226,1
2222,0,226,27
2223,0,226,15
2224,0,226,28
2225,0,226,18
2226,0,226,25
2227,13,227,3
2228,6,227,6
2229,4,227,1
2230,3,227,17
2231,0,227,15
2232,0,227,22
2233,0,227,27
2234,0,227,29
2235,0,227,18
2236,0,227,25
2237,0,227,28
2238,10,228,3
2239,9,228,6
2240,5,228,22
2241,2,228,17
2242,0,228,27
2243,0,228,1
2244,0,228,18
2245,0,228,28
2246,0,228,25
2247,0,228,29
2248,0,228,15
2249,10,229,27
2250,7,229,1
2251,7,229,15
2252,2,229,25
2253,0,229,6
2254,0,229,3
2255,0,229,22
2256,0,229,28
2257,0,229,17
2258,0,229,29
2259,0,229,18
2260,10,230,6
2261,6,230,22
2262,4,230,3
2263,3,230,15
2264,2,230,1
2265,1,230,27
2266,0,230,29
2267,0,230,17
2268,0,230,25
2269,0,230,18
2270,0,230,28
2271,16,231,3
2272,4,231,22
2273,5,231,1
2274,1,231,17
2275,0,231,15
2276,0,231,18
2277,0,231,28
2278,0,231,6
2279,0,231,27
2280,0,231,25
2281,0,231,29
2282,16,232,3
2283,7,232,22
2284,3,232,1
2285,0,232,27
2286,0,232,17
2287,0,232,25
2288,0,232,29
2289,0,232,18
2290,0,232,15
2291,0,232,28
2292,0,232,6
2293,10,233,3
2294,6,233,22
2295,6,233,1
2296,4,233,17
2297,0,233,25
2298,0,233,15
2299,0,233,29
2300,0,233,18
2301,0,233,27
2302,0,233,6
2303,0,233,28
2304,14,234,3
2305,6,234,22
2306,3,234,6
2307,2,234,1
2308,1,234,17
2309,0,234,27
2310,0,234,15
2311,0,234,25
2312,0,234,29
2313,0,234,18
2314,16,235,3
2315,4,235,22
2316,3,235,1
2317,2,235,27
2318,1,235,17
2319,0,235,25
2320,0,235,29
2321,0,235,6
2322,0,235,18
2323,0,235,15
2324,10,236,6
2325,8,236,3
2326,4,236,1
2327,4,236,22
2328,0,236,25
2329,0,236,29
2330,0,236,18
2331,0,236,17
2332,0,236,27
2333,0,236,15
2334,10,237,6
2335,6,237,22
2336,4,237,1
2337,5,237,17
2338,1,237,27
2339,0,237,3
2340,0,237,29
2341,0,237,15
2342,0,237,25
2343,0,237,18
2344,16,238,3
2345,6,238,6
2346,4,238,22
2347,0,238,15
2348,0,238,17
2349,0,238,27
2350,0,238,25
2351,0,238,1
2352,0,238,29
2353,0,238,18
2354,10,239,3
2355,6,239,6
2356,4,239,1
2357,3,239,22
2358,2,239,17
2359,1,239,15
2360,0,239,27
2361,0,239,29
2362,0,239,18
2363,0,239,25
2364,10,240,22
2365,6,240,3
2366,6,240,6
2367,4,240,1
2368,0,240,25
2369,0,240,27
2370,0,240,30
2371,0,240,28
2372,0,240,29
2373,0,240,18
2374,0,240,15
2375,0,240,17
2376,0,240,31
2377,10,241,3
2378,7,241,6
2379,7,241,22
2380,2,241,15
2381,0,241,27
2382,0,241,25
2383,0,241,31
2384,0,241,28
2385,0,241,18
2386,0,241,29
2387,0,241,17
2388,0,241,1
2389,0,241,30
2390,13,242,3
2391,10,242,6
2392,2,242,1
2393,1,242,15
2394,0,242,22
2395,0,242,17
2396,0,242,27
2397,0,242,18
2398,0,242,29
2399,0,242,28
2400,0,242,30
2401,0,242,31
2402,0,242,25
2403,16,243,22
2404,4,243,6
2405,3,243,3
2406,2,243,17
2407,1,243,27
2408,0,243,15
2409,0,243,25
2410,0,243,29
2411,0,243,31
2412,0,243,18
2413,0,243,1
2414,0,243,30
2415,0,243,28
2416,13,244,22
2417,6,244,3
2418,4,244,6
2419,2,244,1
2420,1,244,15
2421,0,244,18
2422,0,244,29
2423,0,244,28
2424,0,244,27
2425,0,244,25
2426,0,244,17
2427,0,244,30
2428,0,244,31
2429,10,245,6
2430,10,245,17
2431,3,245,27
2432,2,245,22
2433,1,245,29
2434,0,245,25
2435,0,245,18
2436,0,245,28
2437,0,245,3
2438,0,245,1
2439,0,245,30
2440,0,245,15
2441,10,246,22
2442,10,246,3
2443,3,246,27
2444,2,246,6
2445,1,246,17
2446,0,246,1
2447,0,246,15
2448,0,246,18
2449,0,246,29
2450,0,246,25
2451,0,246,28
2452,0,246,30
2453,10,247,22
2454,6,247,6
2455,4,247,3
2456,3,247,27
2457,2,247,1
2458,1,247,15
2459,0,247,18
2460,0,247,25
2461,0,247,17
2462,0,247,30
2463,0,247,28
2464,0,247,29
2465,13,248,22
2466,6,248,3
2467,4,248,6
2468,2,248,15
2469,1,248,27
2470,0,248,25
2471,0,248,30
2472,0,248,17
2473,0,248,1
2474,0,248,18
2475,0,248,28
2476,0,248,29
2477,16,249,3
2478,4,249,6
2479,3,249,22
2480,2,249,15
2481,1,249,27
2482,0,249,17
2483,0,249,18
2484,0,249,30
2485,0,249,25
2486,0,249,1
2487,0,249,29
2488,0,249,28
2489,10,250,22
2490,6,250,3
2491,4,250,27
2492,3,250,15
2493,2,250,1
2494,1,250,17
2495,0,250,25
2496,0,250,18
2497,0,250,29
2498,0,250,28
2499,0,250,30
2500,0,250,6
2501,10,251,22
2502,9,251,1
2503,5,251,15
2504,2,251,25
2505,0,251,29
2506,0,251,28
2507,0,251,6
2508,0,251,17
2509,0,251,18
2510,0,251,3
2511,0,251,27
2512,0,251,30
2513,14,252,3
2514,6,252,22
2515,5,252,6
2516,1,252,15
2517,0,252,27
2518,0,252,1
2519,0,252,17
2520,0,252,25
2521,0,252,18
2522,0,252,29
2523,0,252,28
2524,0,252,30
2525,12,253,22
2526,6,253,6
2527,4,253,3
2528,4,253,17
2529,0,253,27
2530,0,253,1
2531,0,253,18
2532,0,253,25
2533,0,253,29
2534,0,253,28
2535,0,253,30
2536,0,253,15
2537,11,254,22
2538,10,254,3
2539,5,254,6
2540,0,254,15
2541,0,254,27
2542,0,254,1
2543,0,254,17
2544,0,254,25
2545,0,254,18
2546,0,254,28
2547,0,254,29
2548,0,254,30
2549,14,255,22
2550,6,255,1
2551,3,255,17
2552,2,255,27
2553,1,255,25
2554,0,255,15
2555,0,255,18
2556,0,255,29
2557,0,255,3
2558,0,255,28
2559,0,255,6
2560,0,255,30
2561,10,256,3
2562,6,256,27
2563,4,256,29
2564,3,256,1
2565,2,256,25
2566,1,256,18
2567,0,256,28
2568,0,256,30
2569,0,256,22
2570,0,256,17
2571,0,256,15
2572,0,256,6
2573,10,257,22
2574,6,257,3
2575,4,257,6
2576,3,257,17
2577,2,257,25
2578,1,257,15
2579,0,257,32
2580,0,257,18
2581,0,257,33
2582,0,257,27
2583,0,257,31
2584,0,257,1
2585,0,257,29
2586,0,257,30
2587,10,258,22
2588,6,258,6
2589,4,258,17
2590,3,258,29
2591,2,258,15
2592,1,258,33
2593,0,258,32
2594,0,258,27
2595,0,258,31
2596,0,258,18
2597,0,258,1
2598,0,258,3
2599,0,258,25
2600,0,258,30
2601,10,259,22
2602,6,259,6
2603,4,259,1
2604,3,259,15
2605,2,259,25
2606,1,259,3
2607,0,259,32
2608,0,259,27
2609,0,259,29
2610,0,259,17
2611,0,259,18
2612,0,259,31
2613,0,259,30
2614,0,259,33
2615,10,260,22
2616,6,260,1
2617,6,260,6
2618,3,260,17
2619,1,260,18
2620,0,260,33
2621,0,260,27
2622,0,260,32
2623,0,260,30
2624,0,260,29
2625,0,260,31
2626,0,260,25
2627,0,260,3
2628,0,260,15
2629,10,261,3
2630,6,261,22
2631,4,261,25
2632,3,261,6
2633,2,261,18
2634,1,261,17
2635,0,261,27
2636,0,261,32
2637,0,261,31
2638,0,261,1
2639,0,261,29
2640,0,261,30
2641,0,261,15
2642,0,261,33
2643,11,262,22
2644,8,262,3
2645,7,262,6
2646,0,262,17
2647,0,262,32
2648,0,262,18
2649,0,262,25
2650,0,262,27
2651,0,262,31
2652,0,262,29
2653,0,262,1
2654,0,262,33
2655,0,262,30
2656,0,262,15
2657,10,263,22
2658,6,263,3
2659,4,263,6
2660,4,263,15
2661,2,263,18
2662,0,263,32
2663,0,263,29
2664,0,263,31
2665,0,263,25
2666,0,263,33
2667,0,263,1
2668,0,263,17
2669,0,263,27
2670,0,263,30
2671,12,264,3
2672,6,264,6
2673,4,264,1
2674,3,264,17
2675,1,264,25
2676,0,264,15
2677,0,264,22
2678,0,264,29
2679,0,264,18
2680,0,264,32
2681,0,264,27
2682,0,264,33
2683,0,264,31
2684,0,264,30
2685,10,265,6
2686,10,265,27
2687,5,265,29
2688,1,265,33
2689,0,265,3
2690,0,265,31
2691,0,265,22
2692,0,265,1
2693,0,265,25
2694,0,265,15
2695,0,265,17
2696,0,265,32
2697,0,265,18
2698,0,265,30
2699,14,266,22
2700,6,266,3
2701,3,266,1
2702,2,266,25
2703,1,266,27
2704,0,266,18
2705,0,266,33
2706,0,266,31
2707,0,266,6
2708,0,266,32
2709,0,266,29
2710,0,266,15
2711,0,266,17
2712,0,266,30
2713,13,267,3
2714,6,267,1
2715,4,267,22
2716,2,267,25
2717,1,267,29
2718,0,267,27
2719,0,267,18
2720,0,267,31
2721,0,267,32
2722,0,267,17
2723,0,267,15
2724,0,267,6
2725,0,267,33
2726,0,267,30
2727,11,268,3
2728,6,268,6
2729,6,268,1
2730,3,268,17
2731,0,268,27
2732,0,268,33
2733,0,268,22
2734,0,268,31
2735,0,268,25
2736,0,268,29
2737,0,268,18
2738,0,268,15
2739,0,268,32
2740,0,268,30
2741,16,269,3
2742,5,269,1
2743,3,269,17
2744,2,269,22
2745,0,269,29
2746,0,269,27
2747,0,269,32
2748,0,269,18
2749,0,269,33
2750,0,269,31
2751,0,269,25
2752,0,269,15
2753,0,269,6
2754,0,269,30
2755,10,270,22
2756,6,270,3
2757,4,270,1
2758,3,270,17
2759,2,270,6
2760,1,270,15
2761,0,270,25
2762,0,270,27
2763,0,270,29
2764,0,270,18
2765,0,270,32
2766,0,270,31
2767,0,270,33
2768,0,270,30
2769,13,271,3
2770,6,271,22
2771,4,271,6
2772,2,271,17
2773,1,271,15
2774,0,271,1
2775,0,271,29
2776,0,271,33
2777,0,271,32
2778,0,271,27
2779,0,271,31
2780,0,271,25
2781,0,271,18
2782,0,271,30
2783,10,272,3
2784,7,272,6
2785,4,272,1
2786,3,272,17
2787,2,272,27
2788,0,272,15
2789,0,272,29
2790,0,272,18
2791,0,272,25
2792,0,272,33
2793,0,272,32
2794,0,272,31
2795,0,272,22
2796,0,272,30
2797,10,273,3
2798,6,273,1
2799,4,273,27
2800,3,273,18
2801,2,273,15
2802,1,273,6
2803,0,273,29
2804,0,273,26
2805,0,273,33
2806,0,273,22
2807,0,273,32
2808,0,273,17
2809,0,273,25
2810,10,274,1
2811,6,274,3
2812,4,274,22
2813,4,274,32
2814,2,274,27
2815,0,274,33
2816,0,274,6
2817,0,274,29
2818,0,274,26
2819,0,274,15
2820,0,274,25
2821,0,274,18
2822,0,274,17
2823,10,275,1
2824,10,275,3
2825,3,275,32
2826,2,275,22
2827,1,275,18
2828,0,275,33
2829,0,275,17
2830,0,275,26
2831,0,275,29
2832,0,275,25
2833,0,275,6
2834,0,275,27
2835,0,275,15
2836,10,276,3
2837,6,276,22
2838,4,276,27
2839,3,276,15
2840,2,276,33
2841,1,276,18
2842,0,276,26
2843,0,276,32
2844,0,276,29
2845,0,276,1
2846,0,276,6
2847,0,276,25
2848,0,276,17
2849,10,277,3
2850,8,277,1
2851,7,277,22
2852,1,277,6
2853,0,277,27
2854,0,277,18
2855,0,277,33
2856,0,277,29
2857,0,277,17
2858,0,277,32
2859,0,277,15
2860,0,277,26
2861,0,277,25
2862,10,278,1
2863,9,278,3
2864,4,278,6
2865,2,278,18
2866,1,278,27
2867,0,278,32
2868,0,278,17
2869,0,278,25
2870,0,278,33
2871,0,278,15
2872,0,278,22
2873,0,278,29
2874,0,278,26
2875,14,279,3
2876,6,279,22
2877,3,279,6
2878,2,279,27
2879,1,279,15
2880,0,279,33
2881,0,279,18
2882,0,279,32
2883,0,279,17
2884,0,279,29
2885,0,279,1
2886,0,279,26
2887,0,279,25
2888,16,280,3
2889,4,280,22
2890,4,280,1
2891,2,280,27
2892,0,280,17
2893,0,280,18
2894,0,280,33
2895,0,280,29
2896,0,280,6
2897,0,280,25
2898,0,280,26
2899,0,280,15
2900,0,280,32
2901,10,281,3
2902,10,281,22
2903,3,281,32
2904,2,281,1
2905,1,281,29
2906,0,281,27
2907,0,281,15
2908,0,281,6
2909,0,281,17
2910,0,281,33
2911,0,281,18
2912,0,281,25
2913,0,281,26
2914,10,282,3
2915,8,282,22
2916,4,282,27
2917,3,282,1
2918,1,282,6
2919,0,282,15
2920,0,282,32
2921,0,282,18
2922,0,282,33
2923,0,282,17
2924,0,282,26
2925,0,282,29
2926,0,282,25
2927,10,283,3
2928,6,283,22
2929,4,283,6
2930,3,283,29
2931,2,283,27
2932,1,283,15
2933,0,283,33
2934,0,283,17
2935,0,283,25
2936,0,283,18
2937,0,283,32
2938,0,283,26
2939,0,283,1
2940,14,284,3
2941,7,284,22
2942,3,284,1
2943,2,284,32
2944,0,284,27
2945,0,284,15
2946,0,284,6
2947,0,284,33
2948,0,284,26
2949,0,284,25
2950,0,284,29
2951,0,284,18
2952,0,284,17
2953,10,285,3
2954,6,285,6
2955,4,285,1
2956,3,285,15
2957,2,285,22
2958,1,285,33
2959,0,285,18
2960,0,285,26
2961,0,285,32
2962,0,285,25
2963,0,285,27
2964,0,285,29
2965,0,285,17
2966,10,286,22
2967,10,286,3
2968,3,286,6
2969,2,286,15
2970,1,286,27
2971,0,286,18
2972,0,286,33
2973,0,286,25
2974,0,286,17
2975,0,286,26
2976,0,286,29
2977,0,286,32
2978,0,286,1
2979,14,287,1
2980,9,287,3
2981,3,287,17
2982,0,287,27
2983,0,287,15
2984,0,287,18
2985,0,287,32
2986,0,287,33
2987,0,287,29
2988,0,287,22
2989,0,287,6
2990,0,287,25
2991,10,288,1
2992,10,288,3
2993,5,288,6
2994,1,288,27
2995,0,288,29
2996,0,288,22
2997,0,288,17
2998,0,288,33
2999,0,288,25
3000,0,288,15
3001,0,288,18
3002,0,288,32
3003,16,289,3
3004,6,289,1
3005,3,289,22
3006,1,289,32
3007,0,289,27
3008,0,289,29
3009,0,289,17
3010,0,289,33
3011,0,289,34
3012,0,289,25
3013,0,289,35
3014,0,289,18
3015,0,289,6
3016,0,289,36
3017,0,289,37
3018,0,124,2
3019,16,290,3
3020,4,290,22
3021,3,290,1
3022,2,290,25
3023,1,290,32
3024,0,290,35
3025,0,290,27
3026,0,290,33
3027,0,290,29
3028,0,290,36
3029,0,290,6
3030,0,290,18
3031,0,290,17
3032,0,290,37
3033,0,290,34
3034,16,291,3
3035,4,291,22
3036,5,291,6
3037,1,291,29
3038,0,291,18
3039,0,291,35
3040,0,291,33
3041,0,291,32
3042,0,291,36
3043,0,291,37
3044,0,291,25
3045,0,291,27
3046,0,291,17
3047,0,291,1
3048,0,291,34
3049,10,292,3
3050,6,292,22
3051,4,292,6
3052,3,292,1
3053,2,292,29
3054,1,292,35
3055,0,292,37
3056,0,292,18
3057,0,292,36
3058,0,292,32
3059,0,292,27
3060,0,292,33
3061,0,292,25
3062,0,292,17
3063,0,292,34
3064,0,292,38
3065,16,293,3
3066,4,293,1
3067,3,293,22
3068,2,293,29
3069,1,293,35
3070,0,293,17
3071,0,293,25
3072,0,293,27
3073,0,293,37
3074,0,293,33
3075,0,293,6
3076,0,293,18
3077,0,293,36
3078,0,293,32
3079,0,293,34
3080,0,293,38
3081,10,294,1
3082,10,294,3
3083,5,294,22
3084,1,294,33
3085,0,294,29
3086,0,294,18
3087,0,294,35
3088,0,294,27
3089,0,294,6
3090,0,294,32
3091,0,294,17
3092,0,294,38
3093,0,294,25
3094,0,294,36
3095,0,294,37
3096,0,294,34
3097,10,295,1
3098,6,295,22
3099,4,295,6
3100,3,295,37
3101,2,295,25
3102,1,295,27
3103,0,295,29
3104,0,295,35
3105,0,295,18
3106,0,295,33
3107,0,295,3
3108,0,295,17
3109,0,295,32
3110,0,295,36
3111,0,295,34
3112,0,295,38
3113,16,296,3
3114,4,296,22
3115,4,296,32
3116,2,296,27
3117,0,296,29
3118,0,296,18
3119,0,296,35
3120,0,296,25
3121,0,296,6
3122,0,296,33
3123,0,296,37
3124,0,296,17
3125,0,296,1
3126,0,296,36
3127,0,296,34
3128,16,297,3
3129,7,297,22
3130,2,297,1
3131,1,297,32
3132,0,297,29
3133,0,297,27
3134,0,297,6
3135,0,297,25
3136,0,297,35
3137,0,297,36
3138,0,297,34
3139,0,297,18
3140,0,297,17
3141,0,297,33
3142,0,297,37
3143,0,297,38
3144,10,298,3
3145,6,298,1
3146,7,298,22
3147,2,298,6
3148,1,298,27
3149,0,298,29
3150,0,298,35
3151,0,298,18
3152,0,298,37
3153,0,298,33
3154,0,298,17
3155,0,298,36
3156,0,298,25
3157,0,298,32
3158,0,298,34
3159,0,298,38
3160,14,299,1
3161,6,299,3
3162,3,299,32
3163,2,299,22
3164,1,299,6
3165,0,299,29
3166,0,299,25
3167,0,299,37
3168,0,299,17
3169,0,299,34
3170,0,299,35
3171,0,299,33
3172,0,299,36
3173,0,299,27
3174,0,299,18
3175,0,299,38
3176,13,300,22
3177,10,300,3
3178,2,300,1
3179,1,300,32
3180,0,300,35
3181,0,300,25
3182,0,300,29
3183,0,300,36
3184,0,300,37
3185,0,300,17
3186,0,300,18
3187,0,300,33
3188,0,300,27
3189,0,300,6
3190,0,300,38
3191,13,301,1
3192,10,301,22
3193,2,301,3
3194,1,301,25
3195,0,301,29
3196,0,301,35
3197,0,301,33
3198,0,301,37
3199,0,301,17
3200,0,301,27
3201,0,301,36
3202,0,301,32
3203,0,301,6
3204,0,301,18
3205,10,302,3
3206,10,302,1
3207,3,302,22
3208,2,302,32
3209,1,302,29
3210,0,302,27
3211,0,302,25
3212,0,302,37
3213,0,302,18
